Inspection Type,Registration ID,Firm Names,Inspection Year,Country,Global Network,Inspection Report Date,Inspection Report Section,Finding Count,Auditing Standard,Description In The Firm's Inspection Report
Triennially Inspected,1698,"Ernst & Young Incorporated",2023,South Africa,Ernst & Young Global Limited,21-Jun-2024,Part I.B,1,AS 1015,"In one of three audits reviewed  the firm did not exercise due professional care when planning and performing the audit because it did not perform procedures to determine whether all individuals who participated in the audit were in compliance with independence requirements. In this instance  the firm was non-compliant with AS 1015  Due Professional Care in the Performance of Work."
Triennially Inspected,1698,"Ernst & Young Incorporated",2023,South Africa,Ernst & Young Global Limited,21-Jun-2024,Part I.B,2,AS 1215,"In two of three audits reviewed  the firm did not include all relevant work papers in the final set of audit documentation it was required to assemble. In these instances  the firm was non-compliant with AS 1215  Audit Documentation."
Triennially Inspected,1698,"Ernst & Young Incorporated",2023,South Africa,Ernst & Young Global Limited,21-Jun-2024,Part I.B,3,AS 1301,"In one audit reviewed  the firm did not (1) establish a sufficient understanding of the terms of the audit engagement with the audit committee  as the firm did not communicate to the audit committee the responsibilities of the auditor and the responsibilities of management  (2) record an understanding of the terms of the audit engagement in an engagement letter  and (3) provide the engagement letter to the audit committee. In this instance  the firm was non-compliant with AS 1301  Communications with Audit Committees."
Triennially Inspected,1698,"Ernst & Young Incorporated",2023,South Africa,Ernst & Young Global Limited,21-Jun-2024,Part I.B,4,AS 3101,"·	In one audit reviewed  the engagement team performed procedures to determine whether or not matters were critical audit matters but  in performing those procedures  did not include certain matters that were communicated to the audit committee and that related to accounts or disclosures that were material to the financial statements. In this instance  the firm was non-compliant with AS 3101  The Auditor's Report on an Audit of Financial Statements When the Auditor Expresses an Unqualified Opinion. This instance of non-compliance does not necessarily mean that other critical audit matters should have been communicated in the auditor's report."
Triennially Inspected,2136,"Mazars LLP",2023,Singapore,,21-Jun-2024,Part I.B,1,AS 1015,"In the audit reviewed  the firm did not adequately plan the audit to ensure that an unregistered firm that played a role in the audit would not violate the Act and PCAOB Rule 2100  Registration Requirements for Public Accounting Firms  by playing a substantial role. In this instance  the firm was non-compliant with AS 1015  Due Professional Care in the Performance of Work  and AS 2101  Audit Planning."
Triennially Inspected,2136,"Mazars LLP",2023,Singapore,,21-Jun-2024,Part I.B,1,AS 2101,"In the audit reviewed  the firm did not adequately plan the audit to ensure that an unregistered firm that played a role in the audit would not violate the Act and PCAOB Rule 2100  Registration Requirements for Public Accounting Firms  by playing a substantial role. In this instance  the firm was non-compliant with AS 1015  Due Professional Care in the Performance of Work  and AS 2101  Audit Planning."
Triennially Inspected,2136,"Mazars LLP",2023,Singapore,,21-Jun-2024,Part I.B,1,PCAOB Rule 2100,"In the audit reviewed  the firm did not adequately plan the audit to ensure that an unregistered firm that played a role in the audit would not violate the Act and PCAOB Rule 2100  Registration Requirements for Public Accounting Firms  by playing a substantial role. In this instance  the firm was non-compliant with AS 1015  Due Professional Care in the Performance of Work  and AS 2101  Audit Planning."
Triennially Inspected,2136,"Mazars LLP",2023,Singapore,,21-Jun-2024,Part I.B,2,AS 1301,"In the audit reviewed  the firm did not make a required communication to the audit committee related to the name  location  and planned responsibilities of an other accounting firm and other persons not employed by the firm that performed audit procedures in the audit. In this instance  the firm was non-compliant with AS 1301  Communications with Audit Committees."
Triennially Inspected,2136,"Mazars LLP",2023,Singapore,,21-Jun-2024,Part I.B,3,PCAOB Rule 3211,"In the audit reviewed  the firm's report on Form AP included inaccurate information and omitted information related to the participation in the audit by an other accounting firm. In this instance  the firm was non-compliant with PCAOB Rule 3211  Auditor Reporting of Certain Audit Participants."
Triennially Inspected,3627,"Sadler, Gibb & Associates, LLC",2023,United States,,21-Jun-2024,Part I.B,1,AS 1301,"In one of three audits reviewed  the firm did not establish an understanding of the terms of the audit engagement with the audit committee  record such understanding in an engagement letter  and provide the engagement letter to the audit committee. In this instance  the firm was non-compliant with AS 1301  Communications with Audit Committees"
Triennially Inspected,3627,"Sadler, Gibb & Associates, LLC",2023,United States,,21-Jun-2024,Part I.B,2,AS 3101,"In one of three audits reviewed  the firm did not include in its audit report an opinion on the issuer's financial position for the prior year. In this instance  the firm was non-compliant with AS 3101  The Auditor's Report on an Audit of Financial Statements When the Auditor Expresses an Unqualified Opinion."
Triennially Inspected,3627,"Sadler, Gibb & Associates, LLC",2023,United States,,21-Jun-2024,Part I.B,3,AS 3101,"In one of three audits reviewed  the year the firm began serving consecutively as the company's auditor that was included in the firm's audit report was incorrect. In this instance  the firm was non-compliant with AS 3101  The Auditor's Report on an Audit of Financial Statements When the Auditor Expresses an Unqualified Opinion."
Triennially Inspected,3627,"Sadler, Gibb & Associates, LLC",2023,United States,,21-Jun-2024,Part I.B,4,AS 3101,"In one of three audits reviewed  the engagement team performed procedures to determine whether or not matters were critical audit matters but  in performing those procedures  did not include certain matters that were communicated to the audit committee and that related to accounts or disclosures that were material to the financial statements. In this instance  the firm was non-compliant with AS 3101  The Auditor's Report on an Audit of Financial Statements When the Auditor Expresses an Unqualified Opinion. This instance of non-compliance does not necessarily mean that other critical audit matters should have been communicated in the auditor's report."
Triennially Inspected,6398,"RH CPA",2023,United States,,21-Jun-2024,Part I.B,1,AS 1215,"In one of three audits reviewed  the firm added audit documentation subsequent to the 45-day period following the report release date and did not indicate the name of the person who prepared the additional documentation and the reason for adding it. In this instance  the firm was non-compliant with AS 1215  Audit Documentation."
Triennially Inspected,6398,"RH CPA",2023,United States,,21-Jun-2024,Part I.B,2,AS 1301,"In two of three audits reviewed  the firm did not communicate to the audit committee all of the significant risks identified through its risk assessment procedures. In these instances  the firm was non-compliant with AS 1301  Communications with Audit Committees."
Triennially Inspected,6398,"RH CPA",2023,United States,,21-Jun-2024,Part I.B,3,AS 1301,"In two of three audits reviewed  the firm did not inquire of the audit committee about whether it was aware of matters relevant to the audit  including  but not limited to  violations or possible violations of laws or regulations. In these instances  the firm was non-compliant with AS 1301  Communications with Audit Committees."
Triennially Inspected,6398,"RH CPA",2023,United States,,21-Jun-2024,Part I.B,4,AS 1301,"In one of three audits reviewed  the firm did not make certain required communications to the audit committee related to (1) the significant risks identified through its risk assessment procedures; and (2) the planned responsibilities of an other accounting firm that performed audit procedures in the audit. In these instances  the firm was non-compliant with AS 1301  Communications with Audit Committees."
Triennially Inspected,6398,"RH CPA",2023,United States,,21-Jun-2024,Part I.B,5,AS 1301,"In one of three audits reviewed  the firm did not establish an understanding of the terms of the audit engagement with the audit committee and determine that the audit committee acknowledged and agreed to the terms of the engagement. In this instance  the firm was non-compliant with AS 1301  Communications with Audit Committees."
Triennially Inspected,6398,"RH CPA",2023,United States,,21-Jun-2024,Part I.B,6,AS 1301,"In one of three audits reviewed  the firm did not provide a copy of the management representation letter to the audit committee. In this instance  the firm was non-compliant with AS 1301  Communications with Audit Committees  and AS 2805  Management Representations."
Triennially Inspected,6398,"RH CPA",2023,United States,,21-Jun-2024,Part I.B,6,AS 2805,"In one of three audits reviewed  the firm did not provide a copy of the management representation letter to the audit committee. In this instance  the firm was non-compliant with AS 1301  Communications with Audit Committees  and AS 2805  Management Representations."
Triennially Inspected,6398,"RH CPA",2023,United States,,21-Jun-2024,Part I.B,7,AS 1305,"In the three audits reviewed  the firm did not provide to the audit committee the required communications in writing of all material weaknesses identified during the audit. In these instances  the firm was non-compliant with AS 1305  Communications About Control Deficiencies in an Audit of Financial Statements."
Triennially Inspected,6398,"RH CPA",2023,United States,,21-Jun-2024,Part I.B,8,AS 2101,"In two of three audits reviewed  the firm did not perform procedures to determine whether all individuals who participated in the audit were in compliance with independence requirements. In these instances  the firm was non-compliant with AS 2101  Audit Planning."
Triennially Inspected,6398,"RH CPA",2023,United States,,21-Jun-2024,Part I.B,9,AS 2110,"In two of three audits reviewed  the firm did not inquire of the audit committee and management about the risks of material misstatement  including fraud risks. In these instances  the firm was non-compliant with AS 2110  Identifying and Assessing Risks of Material Misstatement."
Triennially Inspected,6398,"RH CPA",2023,United States,,21-Jun-2024,Part I.B,10,AS 2410,"In two of three audits reviewed  the firm did not inquire of the audit committee regarding the audit committee's understanding of the issuer's relationships and transactions with related parties that are significant to the issuer and whether any member of the audit committee had concerns regarding relationships or transactions with related parties and  if so  the substance of those concerns. In these instances  the firm was non-compliant with AS 2410  Related Parties."
Triennially Inspected,6398,"RH CPA",2023,United States,,21-Jun-2024,Part I.B,11,AS 3101,"In one of three audits reviewed  the engagement team did not perform any procedures to comply with the requirements related to critical audit matters. In this instance  the firm was non-compliant with AS 3101  The Auditor's Report on an Audit of Financial Statements When the Auditor Expresses an Unqualified Opinion. This instance of non-compliance does not necessarily mean that critical audit matters should have been communicated in the auditor's report."
Triennially Inspected,6398,"RH CPA",2023,United States,,21-Jun-2024,Part I.B,12,AS 3101,"In one of three audits reviewed  the engagement team performed procedures to determine whether or not matters were critical audit matters but  in performing those procedures  did not include certain matters that were communicated  or required to be communicated  to the audit committee and that related to accounts or disclosures that were material to the financial statements. In this instance  the firm was non-compliant with AS 3101  The Auditor's Report on an Audit of Financial Statements When the Auditor Expresses an Unqualified Opinion. This instance of non-compliance does not necessarily mean that critical audit matters should have been communicated in the auditor's report."
Triennially Inspected,6398,"RH CPA",2023,United States,,21-Jun-2024,Part I.B,13,AS 3101,"In one of three audits reviewed  the firm's audit report stated that there were no critical audit matters  but the engagement team did not perform procedures to determine whether or not matters that were communicated to the audit committee and that related to accounts or disclosures that were material to the financial statements  were critical audit matters. In this instance  the firm was non-compliant with AS 3101  The Auditor's Report on an Audit of Financial Statements When the Auditor Expresses an Unqualified Opinion. This instance of non-compliance does not necessarily mean that critical audit matters should have been communicated in the auditor's report."
Triennially Inspected,6398,"RH CPA",2023,United States,,21-Jun-2024,Part I.B,14,PCAOB Rule 3211,"In one of three audits reviewed  the firm's report on Form AP omitted information related to the participation in the audit by an other accounting firm. In this instance  the firm was non-compliant with PCAOB Rule 3211  Auditor Reporting of Certain Audit Participants."
Triennially Inspected,6398,"RH CPA",2023,United States,,21-Jun-2024,Part I.B,15,PCAOB Rule 3526,"In two of three audits reviewed  the firm did not describe  in writing  to the audit committee the non-audit services provided to the issuer that  as of the date of the firm's annual communication  may have been reasonably thought to bear on the independence of the firm. In these instances  the firm was non-compliant with PCAOB Rule 3526  Communication with Audit Committees Concerning Independence."
Triennially Inspected,6644,"Kreston GTA LLP",2023,Canada,,21-Jun-2024,Part I.B,1,AS 1105,"In one of three audits reviewed  the firm  when testing journal entries for evidence of possible material misstatement due to fraud  did not perform sufficient procedures to determine whether the journal entry population from which it made its selections was complete. In this instance  the firm was non-compliant with AS 1105  Audit Evidence."
Triennially Inspected,6644,"Kreston GTA LLP",2023,Canada,,21-Jun-2024,Part I.B,2,AS 1215,"In one of three audits reviewed  the firm did not include all relevant work papers in the final set of audit documentation it was required to assemble. In this instance  the firm was non-compliant with AS 1215  Audit Documentation."
Triennially Inspected,6644,"Kreston GTA LLP",2023,Canada,,21-Jun-2024,Part I.B,3,AS 1301,"In two of three audits reviewed  the firm did not make a required communication to the audit committee related to the name  location  and planned responsibilities of an other accounting firm that performed audit procedures in the audit. In these instances  the firm was non-compliant with AS 1301  Communications with Audit Committees"
Triennially Inspected,6644,"Kreston GTA LLP",2023,Canada,,21-Jun-2024,Part I.B,4,AS 1301,"In one of three audits reviewed  the firm did not make certain required communications to the audit committee related to (1) the significant risks identified through its risk assessment procedures; (2) the firm's evaluation of the issuer's ability to continue as a going concern; (3) an overview of the overall audit strategy; (4) the results of the audit prior to the issuance of the auditor's report; (5) the critical accounting policies and practices and critical accounting estimates; and (6) the firm's evaluation of the quality of the issuer's financial reporting. In this instance  the firm was non-compliant with AS 1301  Communications with Audit Committees."
Triennially Inspected,6644,"Kreston GTA LLP",2023,Canada,,21-Jun-2024,Part I.B,5,AS 1301,"In one of three audits reviewed  the firm did not establish an understanding of the terms of the audit engagement with the audit committee  record such understanding in an engagement letter  and determine that the audit committee acknowledged and agreed to the terms of the engagement. In this instance  the firm was non-compliant with AS 1301  Communications with Audit Committees."
Triennially Inspected,6644,"Kreston GTA LLP",2023,Canada,,21-Jun-2024,Part I.B,6,AS 1301,"In one of three audits reviewed  the firm did not make certain required communications to the audit committee until after the issuance of the auditor's report. In this instance  the firm was non-compliant with AS 1301  Communications with Audit Committees."
Triennially Inspected,6644,"Kreston GTA LLP",2023,Canada,,21-Jun-2024,Part I.B,7,AS 1301,"In one of three audits reviewed  the firm did not provide or discuss with the audit committee a draft of the firm's audit report. In this instance  the firm was non-compliant with AS 1301  Communications with Audit Committees."
Triennially Inspected,6644,"Kreston GTA LLP",2023,Canada,,21-Jun-2024,Part I.B,8,AS 1301,"In one of three audits reviewed  the firm did not provide a copy of the management representation letter to the audit committee. In this instance  the firm was non-compliant with AS 1301  Communications with Audit Committees  and AS 2805  Management Representations."
Triennially Inspected,6644,"Kreston GTA LLP",2023,Canada,,21-Jun-2024,Part I.B,8,AS 2805,"In one of three audits reviewed  the firm did not provide a copy of the management representation letter to the audit committee. In this instance  the firm was non-compliant with AS 1301  Communications with Audit Committees  and AS 2805  Management Representations."
Triennially Inspected,6644,"Kreston GTA LLP",2023,Canada,,21-Jun-2024,Part I.B,9,AS 1305,"In one of three audits reviewed  the firm did not provide to management and the audit committee the required communications in writing of all material weaknesses identified during the audit. In this instance  the firm was non-compliant with AS 1305  Communications About Control Deficiencies in an Audit of Financial Statements."
Triennially Inspected,6644,"Kreston GTA LLP",2023,Canada,,21-Jun-2024,Part I.B,10,AS 2401,"In two of three audits reviewed  the firm  when testing journal entries for evidence of possible material misstatement due to fraud  did not appropriately consider the characteristics of potentially fraudulent journal entries in determining the criteria it used to identify and select journal entries for testing. In these instances  the firm was non-compliant with AS 2401  Consideration of Fraud in a Financial Statement Audit."
Triennially Inspected,6644,"Kreston GTA LLP",2023,Canada,,21-Jun-2024,Part I.B,11,AS 3101,"In one of three audits reviewed  the year the firm began serving consecutively as the company's auditor that was included in the firm's audit report was incorrect. In this instance  the firm was non-compliant with AS 3101  The Auditor's Report on an Audit of Financial Statements When the Auditor Expresses an Unqualified Opinion."
Triennially Inspected,6644,"Kreston GTA LLP",2023,Canada,,21-Jun-2024,Part I.B,12,AS 3101,"In the three audits reviewed  the engagement team performed procedures to determine whether or not matters were critical audit matters but  in performing those procedures  did not include certain matters that were communicated  or required to be communicated  to the audit committee and that related to accounts or disclosures that were material to the financial statements. In these instances  the firm was non-compliant with AS 3101  The Auditor's Report on an Audit of Financial Statements When the Auditor Expresses an Unqualified Opinion. These instances of non-compliance do not necessarily mean that other critical audit matters should have been communicated in the auditor's report."
Triennially Inspected,6644,"Kreston GTA LLP",2023,Canada,,21-Jun-2024,Part I.B,13,AS 3101,"In one of three audits reviewed  the firm's communication of a critical audit matter in the audit report included language that was inconsistent with information in the firm's audit documentation. In this instance  the firm was non-compliant with AS 3101  The Auditor's Report on an Audit of Financial Statements When the Auditor Expresses an Unqualified Opinion."
Triennially Inspected,6644,"Kreston GTA LLP",2023,Canada,,21-Jun-2024,Part I.B,14,AS 3105,"In one audit  the firm included in its audit report a paragraph indicating (1) that the financial statements of the prior period were audited by another auditor  (2) the date of the audit report of the predecessor auditor  and (3) the type of report issued by the predecessor auditor  but did not place it immediately following the opinion paragraph. In this instance  the firm was non-compliant with AS 3105  Departures from Unqualified Opinions and Other Reporting Circumstances."
Triennially Inspected,6644,"Kreston GTA LLP",2023,Canada,,21-Jun-2024,Part I.B,15,PCAOB Rule 2200,"In one instance  the firm did not file its report on Form 2 by the relevant deadline. In this instance  the firm was non-compliant with PCAOB Rule 2201  Time for Filing of Annual Report."
Triennially Inspected,6644,"Kreston GTA LLP",2023,Canada,,21-Jun-2024,Part I.B,16,PCAOB Rule 3211,"In two of three audits reviewed  the firm did not file its report on Form AP by the relevant deadline. In these instances  the firm was non-compliant with PCAOB Rule 3211  Auditor Reporting of Certain Audit Participants."
Triennially Inspected,6644,"Kreston GTA LLP",2023,Canada,,21-Jun-2024,Part I.B,17,PCAOB Rule 3211,"In two audits reviewed  the firm's report on Form AP omitted information related to the participation in the audit by an other accounting firm. In these instances  the firm was non-compliant with PCAOB Rule 3211  Auditor Reporting of Certain Audit Participants."
Triennially Inspected,6644,"Kreston GTA LLP",2023,Canada,,21-Jun-2024,Part I.B,18,PCAOB Rule 3526,"In one of three audits reviewed  the firm did not provide the audit committee the required independence communications. In this instance  the firm was non-compliant with PCAOB Rule 3526  Communication with Audit Committees Concerning Independence."
Annually Inspected,23,"Baker Tilly US, LLP",2023,United States,,20-Jun-2024,Part I.B,1,AS 1105,"In one of 12 audits reviewed  the firm  when testing journal entries for evidence of possible material misstatement due to fraud  did not perform sufficient procedures to determine whether the journal entry population from which it made its selections was complete. In this instance  the firm was non-compliant with AS 1105  Audit Evidence."
Annually Inspected,23,"Baker Tilly US, LLP",2023,United States,,20-Jun-2024,Part I.B,2,AS 2101,"In one of 12 audits reviewed  the firm did not perform procedures to determine whether all individuals who participated in the audit were in compliance with independence requirements. In this instance  the firm was non-compliant with AS 2101  Audit Planning."
Annually Inspected,23,"Baker Tilly US, LLP",2023,United States,,20-Jun-2024,Part I.B,3,AS 2110,"In one of 12 audits reviewed  the firm did not evaluate certain factors when assessing the risks of material misstatement related to a significant account. In this instance  the firm was non-compliant with AS 2110  Identifying and Assessing Risks of Material Misstatement."
Annually Inspected,23,"Baker Tilly US, LLP",2023,United States,,20-Jun-2024,Part I.B,4,AS 2401,"In one of 12 audits reviewed  the firm  when testing journal entries for evidence of possible material misstatement due to fraud  did not appropriately consider the characteristics of potentially fraudulent journal entries in determining the criteria it used to identify and select journal entries for testing. In this instance  the firm was non-compliant with AS 2401  Consideration of Fraud in a Financial Statement Audit."
Annually Inspected,23,"Baker Tilly US, LLP",2023,United States,,20-Jun-2024,Part I.B,5,AS 2401,"In two of 12 audits reviewed  the firm  when testing journal entries for evidence of possible material misstatement due to fraud  did not have an appropriate rationale for limiting its testing of entries it identified as having certain fraud risk characteristics to certain entries. In these instances  the firm was non-compliant with AS 2401  Consideration of Fraud in a Financial Statement Audit."
Annually Inspected,23,"Baker Tilly US, LLP",2023,United States,,20-Jun-2024,Part I.B,6,AS 2810,"In one of 10 audits reviewed  the firm did not make a required communication to management related to an identified misstatement. In this instance  the firm was non-compliant with AS 2810  Evaluating Audit Results."
Annually Inspected,23,"Baker Tilly US, LLP",2023,United States,,20-Jun-2024,Part I.B,7,AS 3101,"In two of seven audits reviewed  the engagement team performed procedures to determine whether or not matters were critical audit matters but  in performing those procedures  did not include certain matters that were communicated to the audit committee and that related to accounts or disclosures that were material to the financial statements. In these instances  the firm was non-compliant with AS 3101  The Auditor's Report on an Audit of Financial Statements When the Auditor Expresses an Unqualified Opinion. These instances of non-compliance do not necessarily mean that other critical audit matters should have been communicated in the auditor's report."
Annually Inspected,23,"Baker Tilly US, LLP",2023,United States,,20-Jun-2024,Part I.B,8,AS 3101,"In one of seven audits reviewed  the firm's communication of a critical audit matter in the auditor's report did not refer to the relevant financial statement accounts or disclosures related to the critical audit matter. In this instance  the firm was non-compliant with AS 3101  The Auditor's Report on an Audit of Financial Statements When the Auditor Expresses an Unqualified Opinion."
Annually Inspected,23,"Baker Tilly US, LLP",2023,United States,,20-Jun-2024,Part I.B,9,PCAOB Rule 3526,"In two of 12 audits reviewed  the firm's independence communications with the audit committee inaccurately described the professional standards related to required communications. In one of these audits  the firm did not describe in writing to the audit committee all relationships that  as of the date of the firm's communication  may have been thought to bear on the firm's independence. In these instances  the firm was non-compliant with PCAOB Rule 3526  Communication with Audit Committees Concerning Independence."
Annually Inspected,100,"WithumSmith+Brown, PC",2023,United States,,20-Jun-2024,Part I.B,1,AS 1301,"In one of 15 audits reviewed  the firm did not make a required communication to the audit committee related to the issuer's critical accounting policies and practices. In this instance  the firm was non-compliant with AS 1301  Communications with Audit Committees."
Annually Inspected,100,"WithumSmith+Brown, PC",2023,United States,,20-Jun-2024,Part I.B,2,AS 1301,"In two of 15 audits reviewed  the firm did not provide a copy of the management representation letter to the audit committee. In these instances  the firm was non-compliant with AS 1301  Communications with Audit Committees  and AS 2805  Management Representations."
Annually Inspected,100,"WithumSmith+Brown, PC",2023,United States,,20-Jun-2024,Part I.B,2,AS 2805,"In two of 15 audits reviewed  the firm did not provide a copy of the management representation letter to the audit committee. In these instances  the firm was non-compliant with AS 1301  Communications with Audit Committees  and AS 2805  Management Representations."
Annually Inspected,100,"WithumSmith+Brown, PC",2023,United States,,20-Jun-2024,Part I.B,3,AS 2101,"In one of 15 audits reviewed  the firm did not perform procedures to determine whether all individuals who participated in the audit were in compliance with independence requirements. In this instance  the firm was non-compliant with AS 2101  Audit Planning."
Annually Inspected,100,"WithumSmith+Brown, PC",2023,United States,,20-Jun-2024,Part I.B,4,AS 3101,"In one of five audits reviewed  the year the firm began serving consecutively as the company's auditor that was included in the firm's audit report was incorrect. In this instance  the firm was non-compliant with AS 3101  The Auditor's Report on an Audit of Financial Statements When the Auditor Expresses an Unqualified Opinion."
Annually Inspected,100,"WithumSmith+Brown, PC",2023,United States,,20-Jun-2024,Part I.B,5,AS 3101,"In five of 10 audits reviewed  the engagement team performed procedures to determine whether or not matters were critical audit matters but  in performing those procedures  did not include certain matters that were communicated to the audit committee and that related to accounts or disclosures that were material to the financial statements. In one of these audits and one additional audit reviewed  the engagement team did not take into account certain required factors in determining whether or not one or more matters were critical audit matters. In these instances  the firm was non-compliant with AS 3101  The Auditor's Report on an Audit of Financial Statements When the Auditor Expresses an Unqualified Opinion. These instances of non-compliance do not necessarily mean that other critical audit matters should have been communicated in the auditor's report."
Annually Inspected,100,"WithumSmith+Brown, PC",2023,United States,,20-Jun-2024,Part I.B,5,AS 3101,"In one audit reviewed  the engagement team did not take into account certain required factors in determining whether or not one or more matters were critical audit matters. In these instances  the firm was non-compliant with AS 3101  The Auditor's Report on an Audit of Financial Statements When the Auditor Expresses an Unqualified Opinion. These instances of non-compliance do not necessarily mean that other critical audit matters should have been communicated in the auditor's report."
Annually Inspected,100,"WithumSmith+Brown, PC",2023,United States,,20-Jun-2024,Part I.B,5,AS 3101,"In five of 10 audits reviewed  the engagement team performed procedures to determine whether or not matters were critical audit matters but  in performing those procedures  did not include certain matters that were communicated to the audit committee and that related to accounts or disclosures that were material to the financial statements. In these instances  the firm was non-compliant with AS 3101  The Auditor's Report on an Audit of Financial Statements When the Auditor Expresses an Unqualified Opinion. These instances of non-compliance do not necessarily mean that other critical audit matters should have been communicated in the auditor's report."
Annually Inspected,100,"WithumSmith+Brown, PC",2023,United States,,20-Jun-2024,Part I.B,6,AS 3105,"In one of 11 audits reviewed  the firm's audit report did not include explanatory language about the firm's responsibilities with respect to ICFR in a non-integrated audit. In this instance  the firm was non-compliant with AS 3105  Departures from Unqualified Opinions and Other Reporting Circumstances."
Annually Inspected,100,"WithumSmith+Brown, PC",2023,United States,,20-Jun-2024,Part I.B,7,PCAOB Rule 3211,"In one of 15 audits reviewed  the firm's report on Form AP omitted information related to the participation in the audit by an other accounting firm. In this instance  the firm was non-compliant with PCAOB Rule 3211  Auditor Reporting of Certain Audit Participants."
Annually Inspected,185,"KPMG LLP",2023,United States,KPMG International Cooperative,20-Jun-2024,Part I.B,1,AS 1215,"In four of 58 audits reviewed  the firm did not include all relevant work papers in the final set of audit documentation it was required to assemble. In these instances  the firm was non-compliant with AS 1215  Audit Documentation."
Annually Inspected,185,"KPMG LLP",2023,United States,KPMG International Cooperative,20-Jun-2024,Part I.B,2,AS 1301,"In one of 33 audits reviewed  the firm did not make certain required communication to the issuer's audit committee related to the names  locations  and planned responsibilities of other persons not employed by the firm that performed audit procedures in the audit prior to the issuance of the auditor's report. In these instances  the firm was non-compliant with AS 1301  Communications with Audit Committees."
Annually Inspected,185,"KPMG LLP",2023,United States,KPMG International Cooperative,20-Jun-2024,Part I.B,2,AS 1301,"In one of 33 audits reviewed  the firm did not make certain required communication to the issuer's audit committee related to the names  locations  and planned responsibilities of other persons not employed by the firm that performed audit procedures in the audit. In these instances  the firm was non-compliant with AS 1301  Communications with Audit Committees."
Annually Inspected,185,"KPMG LLP",2023,United States,KPMG International Cooperative,20-Jun-2024,Part I.B,3,AS 2101,"In 16 of 31 audits reviewed  the firm did not perform procedures to determine whether all individuals who participated in the audit were in compliance with independence requirements. In these instances  the firm was non-compliant with AS 2101  Audit Planning."
Annually Inspected,185,"KPMG LLP",2023,United States,KPMG International Cooperative,20-Jun-2024,Part I.B,4,AS 2110,"In nine of 58 audits reviewed  the firm did not appropriately evaluate certain factors when determining that there were no risks of material misstatement related to certain relevant assertions for one or more significant accounts and disclosures. In these instances  the firm was non-compliant with AS 2110  Identifying and Assessing Risks of Material Misstatement."
Annually Inspected,185,"KPMG LLP",2023,United States,KPMG International Cooperative,20-Jun-2024,Part I.B,5,AS 2110,"In one of 58 audits reviewed  the firm did not revise its risk assessment related to a significant account and disclosure after obtaining audit evidence that contradicted the audit evidence on which the firm originally based its risk assessment. In this instance  the firm was non-compliant with AS 2110  Identifying and Assessing Risks of Material Misstatement."
Annually Inspected,185,"KPMG LLP",2023,United States,KPMG International Cooperative,20-Jun-2024,Part I.B,6,AS 3101,"In two of 45 audits reviewed  the engagement team performed procedures to determine whether or not matters were critical audit matters but  in performing those procedures  did not include certain matters that were communicated to the issuer's audit committee and that related to accounts or disclosures that were material to the financial statements. In these instances  the firm was non-compliant with AS 3101  The Auditor's Report on an Audit of Financial Statements When the Auditor Expresses an Unqualified Opinion. These instances of non-compliance do not necessarily mean that other critical audit matters should have been communicated in the auditor's report."
Annually Inspected,185,"KPMG LLP",2023,United States,KPMG International Cooperative,20-Jun-2024,Part I.B,7,AS 3101,"In one of 57 audits reviewed  the firm's audit report was incorrectly dated. In this instance  the firm was non-compliant with AS 3101  The Auditor's Report on an Audit of Financial Statements When the Auditor Expresses an Unqualified Opinion."
Annually Inspected,185,"KPMG LLP",2023,United States,KPMG International Cooperative,20-Jun-2024,Part I.B,8,AS 3105,"In one of six audits reviewed  the firm's audit report did not include explanatory language about the firm's responsibilities with respect to ICFR in a non-integrated audit. In this instance  the firm was non-compliant with AS 3105  Departures from Unqualified Opinions and Other Reporting Circumstances."
Annually Inspected,688,"Marcum LLP",2023,United States,,20-Jun-2024,Part I.B,1,AS 1220,"In one of 26 audits reviewed  the work papers did not contain sufficient information to enable an experienced auditor  having no previous connection with the engagement  to understand all of the procedures performed by the engagement quality reviewer  including evidence that the engagement quality reviewer evaluated the engagement team's responses to the significant risks identified. In this instance  the documentation of the engagement quality review was non-compliant with AS 1220  Engagement Quality Review."
Annually Inspected,688,"Marcum LLP",2023,United States,,20-Jun-2024,Part I.B,2,AS 1301,"In eight of 26 audits reviewed  the firm did not make certain required communications to the audit committee related to the name  location  and planned responsibilities of other accounting firms or other persons not employed by the firm that performed audit procedures in the audit. In these instances  the firm was non-compliant with AS 1301  Communications with Audit Committees."
Annually Inspected,688,"Marcum LLP",2023,United States,,20-Jun-2024,Part I.B,3,AS 1301,"In two of 26 audits reviewed  the firm did not provide a copy of the management representation letter to the audit committee. In these instances  the firm was non-compliant with AS 1301  Communications with Audit Committees  and AS 2805  Management Representations."
Annually Inspected,688,"Marcum LLP",2023,United States,,20-Jun-2024,Part I.B,3,AS 2805,"In two of 26 audits reviewed  the firm did not provide a copy of the management representation letter to the audit committee. In these instances  the firm was non-compliant with AS 1301  Communications with Audit Committees  and AS 2805  Management Representations."
Annually Inspected,688,"Marcum LLP",2023,United States,,20-Jun-2024,Part I.B,4,AS 2110,"In three of 26 audits reviewed  the firm did not inquire of the audit committee  management  and/or others within the company about the risks of material misstatement  including fraud risks. In these instances  the firm was non-compliant with AS 2110  Identifying and Assessing Risks of Material Misstatement."
